StockCode,Quantity,UnitPrice,EstimatedValue
22250,449,0.8477966101694915,380.6606779661017
22256,262,1.25,327.5
22259,384,1.0547058823529412,405.0070588235294
22264,1393,0.67,933.3100000000001
22272,194,2.9414893617021276,570.6489361702128
22275,69,7.65,527.85
22323,1,1.95,1.95
22351,12,1.65,19.799999999999997
22353,61,2.55,155.54999999999998
22415,19,7.950000000000001,151.05
22443,153,7.95,1216.3500000000001
22444,763,1.2444117647058823,949.4861764705882
22451,202,3.33974358974359,674.6282051282052
22458,513,2.57,1318.4099999999999
22459,375,2.529333333333333,948.5
22461,231,7.7411111111111115,1788.1966666666667
22480,613,1.2444117647058823,762.8244117647058
22482,448,1.2420833333333332,556.4533333333333
22518,333,2.0824561403508772,693.4578947368421
22519,370,2.0846153846153848,771.3076923076924
22520,705,0.85,599.25
22521,607,0.85,515.9499999999999
22524,592,1.247121212121212,738.2957575757575
22525,458,1.246346153846154,570.8265384615386
22618,66,9.8916,652.8456
22719,463,1.1941176470588235,552.8764705882353
22764,3,24.95,74.85
22765,25,13.263333333333334,331.5833333333333
22769,6,23.95,143.7
22777,331,8.338095238095239,2759.909523809524
22783,462,13.858125,6402.45375
22788,205,9.81804347826087,2012.6989130434783
22830,131,21.771666666666665,2852.088333333333
22833,75,45.635000000000005,3422.6250000000005
22855,2508,1.2352222222222222,3097.9373333333333
22861,292,1.65,481.79999999999995
22862,143,4.25,607.75
22868,54,1.95,105.3
22872,55,1.9499999999999997,107.24999999999999
22876,52,1.95,101.39999999999999
22877,56,1.9499999999999997,109.19999999999999
22878,52,2.1,109.2
22926,569,5.939247311827957,3379.431720430108
23003,541,0.41886792452830185,226.6075471698113
35001W,92,3.0840000000000005,283.72800000000007
35004C,393,5.239473684210527,2059.113157894737
35004P,1,5.45,5.45
35241,89,4.786666666666666,426.01333333333326
35271S,19,0.19,3.61
35597A,1,1.25,1.25
35597B,1,1.25,1.25
35607A,24,0.19,4.5600000000000005
35610A,8,1.25,10.0
35610B,24,1.25,30.0
35610C,24,1.25,30.0
35647,13,1.25,16.25
35650,1,4.95,4.95
35653,47,2.95,138.65
35809A,389,1.102142857142857,428.7335714285714
35809B,8,1.6766666666666667,13.413333333333334
35816P,78,0.38,29.64
35817P,18,1.4649999999999999,26.369999999999997
35909A,8,2.9500000000000006,23.600000000000005
35909B,8,2.95,23.6
35910A,20,1.95,39.0
35911B,17,2.1,35.7
35915B,91,1.65,150.15
35915C,49,1.65,80.85
35916A,20,0.85,17.0
35916B,6,0.85,5.1
35916C,54,0.85,45.9
35920,67,1.25,83.75
35921,54,1.25,67.5
35922,28,4.95,138.6
35957,558,0.32142857142857145,179.35714285714286
35958,12,0.85,10.2
35966,27,0.38,10.26
37330,6,0.39,2.34
37333,14,3.5863636363636364,50.20909090909091
37343,62,1.4925,92.535
37351,4,0.39,1.56
37379A,6,1.25,7.5
37423,78,0.5433333333333333,42.38
37444A,49,0.87,42.63
37444B,4,2.9500000000000006,11.800000000000002
37444C,21,1.2433333333333334,26.110000000000003
37461,1,1.25,1.25
37464,3,1.25,3.75
37471,12,0.85,10.2
37479B,127,0.898235294117647,114.07588235294118
37482P,489,0.6235135135135135,304.8981081081081
37487B,68,0.29,19.72
37488A,28,0.38999999999999996,10.919999999999998
37491B,4,1.65,6.6
37491C,8,1.65,13.2
37491D,2,1.65,3.3
37501,102,6.95,708.9
37509,2,2.55,5.1
40003,147,1.2227272727272727,179.74090909090907
44091A,9,0.42,3.78
44228,36,0.85,30.599999999999998
44236,52,1.3414285714285714,69.75428571428571
44242A,12,0.79,9.48
44265,2,4.25,8.5
46115B,12,0.19,2.2800000000000002
46126A,48,1.25,60.0
47013A,14,0.205,2.8699999999999997
47013C,43,0.1442857142857143,6.204285714285715
47021G,518,0.6193333333333334,320.8146666666667
47341A,27,1.75,47.25
47343A,159,0.9714285714285714,154.45714285714286
47344B,44,0.9700000000000001,42.68000000000001
47503J,1,7.95,7.95
47556B,2600,2.325,6045.000000000001
47570B,180,10.400769230769232,1872.1384615384618
47574B,4,4.25,17.0
47579,1,2.1,2.1
47589,13,5.45,70.85000000000001
47591B,38,1.65,62.699999999999996
47593A,33,0.5853846153846154,19.317692307692308
51020A,325,0.5566666666666666,180.91666666666666
51020B,197,0.6739999999999999,132.778
62043B,17,0.8299999999999998,14.109999999999998
62074B,16,0.42,6.72
62086A,86,1.9499999999999997,167.7
62094B,13,2.55,33.15
62096A,106,1.25,132.5
62096B,2,1.25,2.5
62097B,9,0.83,7.47
71143,10,0.85,8.5
71215,11,0.42,4.62
72024U,72,0.21,15.12
72051S,46,0.42,19.32
72798C,7,1.6499999999999997,11.549999999999997
72815,2,3.75,7.5
72821,11,1.65,18.15
75013B,25,1.65,41.25
75131,488,1.5692307692307692,765.7846153846153
75172,93,1.53,142.29
77079,1,2.12,2.12
77101A,386,1.231904761904762,475.51523809523815
79026B,25,0.4855555555555556,12.13888888888889
79030G,1364,0.5564150943396227,758.9501886792453
79062D,52,0.38,19.76
79067,143,3.7055555555555557,529.8944444444445
79071B,20,2.95,59.0
79192A,3,1.25,3.75
79323B,8,6.75,54.0
79323P,4,6.75,27.0
79329,12,1.015,12.18
79331,26,0.8033333333333333,20.886666666666667
79337,644,0.634,408.296
81950B,117,0.29,33.93
81950V,21,0.53,11.13
81952B,200,0.19,38.0
81953B,11,0.19,2.09
81953P,28,0.19000000000000003,5.320000000000001
82095,7,7.65,53.550000000000004
82599,421,2.0952873563218395,882.1159770114945
82605,14,2.1,29.400000000000002
82613A,67,1.25,83.75
82615,36,2.55,91.8
84201C,5,0.19,0.95
84218,122,1.9434999999999998,237.10699999999997
84226,49,0.8266666666666667,40.50666666666667
84227,1,0.42,0.42
84247G,336,0.42,141.12
84247L,108,0.42,45.36
84251C,24,0.19,4.5600000000000005
84279B,182,3.7439999999999998,681.4079999999999
84306,2,10.95,21.9
84313B,76,3.1884615384615387,242.32307692307694
84313C,461,2.2375,1031.4875
84358,32,9.341666666666667,298.93333333333334
84387A,11,1.95,21.45
84388,24,1.02,24.48
84402B,61,0.79,48.190000000000005
84415A,12,1.25,15.0
84415B,6,2.5,15.0
84459B,676,1.4821311475409835,1001.9206557377048
84461,41,2.55,104.55
84462,12,1.25,15.0
84466,46,1.25,57.5
84499,7,0.85,5.95
84520B,481,0.8461818181818181,407.0134545454545
84531A,140,0.6900000000000001,96.60000000000001
84531B,150,0.75,112.5
84534B,46,0.85,39.1
84535A,398,0.6385,254.123
84539,16,1.65,26.4
84548,15,1.65,24.75
84549,31,1.5833333333333333,49.08333333333333
84551,1,1.65,1.65
84562A,2,7.95,15.9
84563A,59,4.021428571428571,237.2642857142857
84563B,73,3.2000000000000006,233.60000000000005
84569B,76,1.25,95.0
84569C,1,1.25,1.25
84575A,14,3.95,55.300000000000004
84576,57,1.9500000000000002,111.15
84584,83,2.55,211.64999999999998
84593,5,2.95,14.75
84595E,64,2.1166666666666667,135.46666666666667
84596E,392,0.7605555555555555,298.1377777777778
84596J,469,0.5122222222222222,240.23222222222222
84597B,41,1.25,51.25
84597C,46,1.25,57.5
84613A,6,4.65,27.900000000000002
84613C,1,4.65,4.65
84614A,2,5.95,11.9
84620,2,5.95,11.9
84629,20,10.05,201.0
84631,17,7.95,135.15
84632,6,59.95,359.70000000000005
84666,24,3.95,94.80000000000001
84675,9,2.95,26.55
84678,138,2.1599999999999997,298.08
84683,187,0.9928571428571429,185.6642857142857
84685,21,3.75,78.75
84686,49,2.9525,144.6725
84688,34,4.25,144.5
84689,3,3.975,11.925
84691,242,0.7525,182.105
84705C,12,1.25,15.0
84706D,6,4.283333333333333,25.7
84709B,20,5.95,119.0
84715,16,2.9500000000000006,47.20000000000001
84723,41,3.9499999999999997,161.95
84731,2,1.02,2.04
84732B,22,0.39,8.58
84732D,11,0.39,4.29
84741C,60,1.95,117.0
84743C,1,1.25,1.25
84745A,32,0.42000000000000004,13.440000000000001
84745B,32,0.42000000000000004,13.440000000000001
84746,3,3.75,11.25
84750A,24,1.95,46.8
84750B,61,1.17,71.36999999999999
84751B,19,1.7766666666666666,33.75666666666667
84760S,43,1.45,62.35
84763,573,1.2422448979591836,711.8063265306122
84773,3,2.95,8.850000000000001
84789,181,3.6409090909090907,659.0045454545455
84795C,2,7.95,15.9
84796B,69,12.43235294117647,857.8323529411764
84798B,7,2.55,17.849999999999998
84799,220,0.9733333333333333,214.13333333333333
84800L,360,1.9245454545454548,692.8363636363637
84800M,127,1.5372727272727273,195.23363636363638
84801B,22,2.1,46.2
84802A,2,1.69,3.38
84802B,4,1.69,6.76
84803B,15,1.6900000000000002,25.35
84809A,38,2.1,79.8
84809B,18,2.1,37.800000000000004
84816,13,39.95,519.35
84823,112,7.95,890.4
84840,3,8.5,25.5
84847,21,3.75,78.75
84849B,232,1.69,392.08
84854,5,4.95,24.75
84857B,24,1.95,46.8
84857C,95,2.76875,263.03125
84858C,185,4.07,752.95
84865,26,5.7250000000000005,148.85000000000002
84872A,3,16.95,50.849999999999994
84873A,2,16.95,33.9
84874B,34,1.65,56.099999999999994
84877A,12,1.25,15.0
84881,11,6.35,69.85
84898F,45,2.1,94.5
84905,12,4.95,59.400000000000006
84906,28,4.35,121.79999999999998
84907,5,7.650000000000001,38.25000000000001
84910A,10,5.95,59.5
84916,212,3.8055555555555554,806.7777777777777
84917,170,3.2642857142857147,554.9285714285714
84919,29,6.95,201.55
84924F,10,0.79,7.9
84925D,15,2.55,38.25
84925F,80,1.9633333333333334,157.06666666666666
84927A,46,1.4892857142857143,68.50714285714285
84927D,45,0.8175,36.7875
84927E,57,1.53,87.21000000000001
84963A,4,42.95,171.8
84963B,3,49.95,149.85000000000002
84968B,2,12.75,25.5
84975,5,1.69,8.45
84985A,42,1.45,60.9
84990,2,0.55,1.1
84993B,57,0.42,23.939999999999998
85006,55,1.55,85.25
85008,12,4.457142857142857,53.48571428571429
85016,522,1.7139999999999997,894.7079999999999
85017A,6,0.85,5.1
85017C,50,0.635,31.75
85018D,12,2.55,30.599999999999998
85019C,181,2.45,443.45000000000005
85025C,308,1.6433333333333333,506.14666666666665
85027L,70,2.95,206.5
85028L,10,1.95,19.5
85028S,24,2.025,48.599999999999994
85030,15,1.95,29.25
85031A,16,3.892857142857143,62.285714285714285
85031B,1,4.95,4.95
85031C,3,4.95,14.850000000000001
85040B,135,1.65,222.75
85047,3,6.35,19.049999999999997
85049B,54,1.25,67.5
85055,37,3.6700000000000004,135.79000000000002
85064,205,5.381739130434783,1103.2565217391304
85067,7,18.55,129.85
85084,17,0.85,14.45
85086A,45,0.85,38.25
85092,27,2.3,62.099999999999994
85103,91,6.3500000000000005,577.85
85109,12,0.85,10.2
85118,142,1.105,156.91
85130A,77,1.65,127.05
85132A,455,2.873076923076923,1307.25
85132B,513,2.75,1410.75
85132C,1404,2.3279527559055118,3268.4456692913386
85136B,2,7.95,15.9
85141,123,5.526190476190476,679.7214285714285
85144,222,3.877272727272727,860.7545454545453
85145,38,5.207142857142857,197.87142857142857
85146,43,3.6166666666666663,155.51666666666665
85167B,48,3.392857142857143,162.85714285714286
85170A,1,2.1,2.1
85185D,15,2.95,44.25
85186A,525,0.42,220.5
85188A,302,0.85,256.7
85188B,75,0.85,63.75
85189,9,0.85,7.6499999999999995
85195,11,2.1,23.1
85197,33,2.1,69.3
85198,86,0.815,70.08999999999999
85200,183,1.25,228.75
85205B,116,2.55,295.79999999999995
85206A,916,1.6424528301886792,1504.48679245283
85206B,14,1.65,23.099999999999998
85213,821,0.514,421.994
85214,103,1.6500000000000001,169.95000000000002
85215,163,0.65,105.95
85224,3,2.1,6.300000000000001
85232A,74,4.922000000000001,364.22800000000007
85232B,268,4.95,1326.6000000000001
90000B,3,5.95,17.85
90001A,2,4.25,8.5
90001B,4,4.25,17.0
90002D,10,3.75,37.5
90010B,7,8.95,62.64999999999999
90021,1,11.95,11.95
90024C,2,8.5,17.0
90024D,1,8.5,8.5
90024F,2,8.5,17.0
90026A,2,8.5,17.0
90026B,2,8.5,17.0
90027A,4,2.95,11.8
90027D,4,2.95,11.8
90029,3,8.5,25.5
90033,2,2.55,5.1
90035A,4,10.75,43.0
90035C,2,10.75,21.5
90036A,6,7.95,47.7
90036B,4,7.95,31.8
90036D,11,7.95,87.45
90036F,4,7.95,31.8
90037B,6,2.55,15.299999999999999
90038B,6,3.75,22.5
90038C,6,3.75,22.5
90039A,6,3.75,22.5
90039B,6,3.75,22.5
90039C,1,3.75,3.75
90039D,14,3.75,52.5
90040A,6,3.5,21.0
90040B,4,3.5,14.0
90041,2,3.5,7.0
90042A,3,2.55,7.6499999999999995
90046,3,4.95,14.850000000000001
90048,3,4.95,14.850000000000001
90055,1,2.55,2.55
90060B,1,5.95,5.95
90060D,3,5.95,17.85
90062,20,12.75,255.0
90064A,7,3.75,26.25
90065A,8,6.75,54.0
90076,6,2.55,15.299999999999999
90078,2,7.5,15.0
90084,1,0.85,0.85
90100,1,2.55,2.55
90102,10,0.85,8.5
90104,1,0.85,0.85
90120D,2,4.25,8.5
90122A,8,4.95,39.6
90122B,1,4.95,4.95
90123A,14,5.95,83.3
90123B,8,5.95,47.6
90123C,13,5.95,77.35000000000001
90123D,3,5.95,17.85
90124B,4,9.95,39.8
90125A,109,1.0583333333333333,115.35833333333333
90125C,73,1.2666666666666666,92.46666666666667
90125D,74,1.35,99.9
90125E,1,2.1,2.1
90128B,1,1.25,1.25
90129A,7,2.9500000000000006,20.650000000000006
90131,4,6.95,27.8
90135,6,4.95,29.700000000000003
90136,3,9.95,29.849999999999998
90138,4,4.95,19.8
90141A,4,4.95,19.8
90141B,6,4.95,29.700000000000003
90141C,4,4.95,19.8
90141D,3,4.95,14.850000000000001
90141E,3,4.95,14.850000000000001
90144,7,3.75,26.25
90152B,1,5.95,5.95
90152C,1,5.95,5.95
90163B,2,7.5,15.0
90165B,1,2.55,2.55
90167,10,0.85,8.5
90173,16,3.75,60.0
90175A,9,8.95,80.55
90175D,3,8.95,26.849999999999998
90176C,2,7.5,15.0
90177B,7,2.95,20.650000000000002
90178B,1,11.95,11.95
90179C,1,5.95,5.95
90183C,1,2.95,2.95
90185D,32,4.25,136.0
90186A,5,2.95,14.75
90187B,4,3.35,13.4
90190A,6,2.95,17.700000000000003
90190B,6,2.95,17.700000000000003
90197B,3,4.95,14.850000000000001
90200C,20,4.25,85.0
90210A,26,1.8166666666666667,47.233333333333334
90212B,3,3.75,11.25
