StockCode,Month,Quantity,TotalSales
20615,2011-04,1,2.1
20615,2011-05,1,2.1
20615,2011-06,4,3.0
20615,2011-09,2,1.5
20615,2011-12,1,0.75
20616,2011-01,1,2.1
20616,2011-04,1,2.1
20616,2011-05,4,8.4
20616,2011-09,1,0.75
20616,2011-12,1,0.75
20617,2011-01,4,8.4
20617,2011-02,1,2.1
20617,2011-09,2,4.2
20617,2011-10,3,8.33
20618,2010-12,2,4.2
20618,2011-01,4,8.4
20618,2011-07,2,4.2
20618,2011-09,2,4.2
20618,2011-10,4,8.4
20618,2011-12,1,2.1
20619,2011-05,2,4.2
20619,2011-09,1,4.13
20619,2011-10,3,12.39
20622,2011-02,3,6.300000000000001
20622,2011-09,2,4.2
20622,2011-10,1,2.1
20652,2010-12,2,2.5
20652,2011-01,3,3.75
20652,2011-09,3,3.75
20652,2011-12,1,1.25
20653,2011-12,1,2.46
20654,2011-05,3,3.75
20654,2011-07,1,1.25
20654,2011-09,2,2.5
20654,2011-10,1,1.25
20654,2011-12,1,1.25
20655,2011-01,4,5.0
20655,2011-07,2,2.5
20655,2011-10,1,2.46
20655,2011-11,4,5.0
20655,2011-12,1,1.25
20657,2010-12,3,3.75
20657,2011-01,1,1.25
20657,2011-03,2,2.5
20657,2011-09,4,6.21
20657,2011-10,1,2.46
20659,2011-01,1,1.25
20659,2011-02,3,3.75
20659,2011-03,3,3.75
20659,2011-10,3,7.38
20661,2010-12,1,2.95
20661,2011-09,2,11.58
20662,2011-02,1,2.95
20662,2011-10,3,17.37
20663,2010-12,1,2.95
20663,2011-01,1,2.95
20663,2011-10,1,5.79
20666,2010-12,1,2.95
20666,2011-03,1,2.95
20666,2011-04,2,5.9
20667,2011-05,1,2.95
20669,2011-07,3,3.75
20670,2010-12,1,2.95
20670,2011-04,1,2.95
20670,2011-05,2,5.9
20670,2011-09,1,5.79
20670,2011-10,1,5.79
20670,2011-11,2,5.9
20678,2011-09,4,6.6
20684,2010-12,2,6.5
20684,2011-05,3,9.75
20684,2011-07,4,13.0
20686,2011-05,4,13.0
20686,2011-12,2,6.5
20694,2011-03,4,15.0
20694,2011-04,1,3.75
20694,2011-06,1,3.75
20695,2010-12,1,4.25
20695,2011-03,1,4.25
20695,2011-09,2,8.5
20695,2011-11,1,4.25
20696,2011-02,1,3.75
20696,2011-06,1,3.75
20696,2011-11,2,7.5
20697,2010-12,1,2.55
20697,2011-01,1,2.55
20697,2011-05,3,7.6499999999999995
20697,2011-07,4,10.2
20698,2011-01,3,7.6499999999999995
20698,2011-05,3,7.6499999999999995
20699,2010-12,1,2.55
20699,2011-06,2,5.1
20699,2011-07,2,5.1
20699,2011-11,3,7.6499999999999995
20699,2011-12,1,2.55
20700,2010-12,1,3.75
20700,2011-05,4,15.0
20701,2010-12,1,3.75
20702,2011-08,3,12.75
20703,2011-04,1,4.25
20704,2011-02,1,6.95
20704,2011-03,4,27.8
20704,2011-04,2,13.9
20704,2011-05,2,13.9
20704,2011-06,1,6.95
20704,2011-09,4,27.8
20704,2011-11,2,13.9
20705,2011-02,1,6.95
20705,2011-04,2,13.9
20705,2011-05,2,13.9
20705,2011-06,2,13.9
20705,2011-07,3,20.85
20705,2011-08,1,6.95
20705,2011-09,2,13.9
20705,2011-11,1,6.95
20707,2010-12,2,2.5
20707,2011-01,2,2.5
20707,2011-09,4,8.629999999999999
20707,2011-12,1,2.46
20731,2010-12,1,1.25
20731,2011-01,3,3.75
20731,2011-03,2,2.5
20733,2011-02,1,0.85
20733,2011-04,1,0.85
20733,2011-07,4,3.4
20733,2011-12,1,0.85
20735,2011-02,3,2.55
20735,2011-03,4,3.4
20735,2011-05,3,2.55
20735,2011-07,1,0.85
20735,2011-09,3,2.55
20748,2011-02,3,38.25
20748,2011-03,3,38.25
20748,2011-04,1,12.75
20748,2011-05,1,12.75
20748,2011-08,2,25.5
20748,2011-10,4,51.0
20751,2011-12,1,2.1
20756,2011-01,3,2.55
20756,2011-04,4,3.4
20756,2011-09,1,0.85
20757,2011-04,1,0.85
20757,2011-09,3,2.55
20758,2011-08,3,2.55
20759,2011-01,3,2.55
20759,2011-02,3,2.55
20759,2011-04,3,2.55
20759,2011-05,3,2.55
20759,2011-09,2,1.7
20759,2011-12,1,0.85
20760,2010-12,4,3.4
20760,2011-02,3,2.55
20760,2011-03,4,3.4
20761,2011-03,3,11.25
20761,2011-08,2,7.5
20761,2011-12,4,15.0
20762,2011-12,1,3.75
20763,2011-01,1,3.75
20763,2011-02,1,3.75
20763,2011-03,1,3.75
20763,2011-06,1,3.75
20763,2011-10,2,7.5
20763,2011-12,1,3.75
20764,2011-03,4,15.0
20764,2011-12,4,15.0
20765,2011-01,3,11.25
20765,2011-12,1,7.46
20766,2010-12,4,15.0
20766,2011-01,1,3.75
20766,2011-02,2,7.5
20766,2011-03,4,15.0
20766,2011-12,2,7.5
20767,2010-12,4,10.2
20768,2011-03,4,10.2
20768,2011-04,2,5.1
20768,2011-06,1,2.55
20769,2010-12,4,10.2
20769,2011-03,3,7.6499999999999995
20769,2011-07,4,10.2
20769,2011-10,3,7.6499999999999995
20770,2011-05,2,5.1
20770,2011-09,1,2.55
20770,2011-10,4,10.2
20770,2011-11,2,5.1
20771,2011-02,1,2.55
20771,2011-03,1,2.55
20771,2011-07,3,7.6499999999999995
20771,2011-12,2,5.1
20772,2011-03,1,2.55
20772,2011-12,4,12.61
20773,2011-01,3,4.949999999999999
20773,2011-02,3,4.949999999999999
20773,2011-04,2,3.3
20773,2011-06,3,4.949999999999999
20773,2011-08,3,4.949999999999999
20773,2011-09,2,3.3
20774,2011-01,4,6.6
20774,2011-04,2,3.3
20774,2011-05,2,3.3
20774,2011-06,3,4.949999999999999
20775,2010-12,1,1.65
20775,2011-04,2,3.3
20775,2011-05,2,3.3
20775,2011-06,3,4.949999999999999
20775,2011-09,2,3.3
20777,2011-01,2,3.3
20777,2011-03,1,1.65
20777,2011-07,1,1.65
20777,2011-09,2,3.3
20778,2010-12,4,6.6
20778,2011-01,4,6.6
20778,2011-04,2,3.3
20780,2011-03,1,5.49
20780,2011-04,1,5.49
20780,2011-06,1,5.49
20780,2011-10,1,10.79
20781,2011-01,1,5.49
20781,2011-02,4,21.96
20781,2011-04,1,5.49
20781,2011-05,1,5.49
20781,2011-06,1,5.49
20781,2011-09,1,5.49
20781,2011-10,2,10.98
20782,2011-01,3,16.47
20782,2011-02,4,21.96
20782,2011-04,3,16.47
20782,2011-05,1,5.49
20782,2011-06,1,5.49
20782,2011-11,2,10.98
20782,2011-12,3,18.23
20785,2011-01,1,39.95
20785,2011-02,1,39.95
20785,2011-04,1,39.95
20793,2010-12,1,6.75
20793,2011-07,1,6.75
20793,2011-09,1,6.75
20794,2010-12,1,2.55
20794,2011-11,2,5.1
20794,2011-12,4,10.2
20795,2011-11,2,4.2
20796,2011-03,4,6.6
20796,2011-04,3,4.949999999999999
20796,2011-11,4,6.6
20818,2011-01,2,7.5
20819,2010-12,1,3.75
20819,2011-01,2,7.5
20819,2011-02,4,15.0
20819,2011-04,4,15.0
20819,2011-06,3,11.25
20820,2010-12,3,14.850000000000001
20820,2011-03,2,9.9
20821,2011-04,1,4.95
20821,2011-08,1,4.95
20821,2011-11,2,9.9
20830,2011-03,2,4.2
20830,2011-09,4,8.4
20830,2011-10,2,4.2
20831,2011-02,1,2.1
20831,2011-07,2,4.2
20832,2011-05,3,2.55
20845,2011-01,2,12.7
20845,2011-04,4,25.4
20845,2011-08,1,6.35
20847,2010-12,4,15.0
20847,2011-02,2,7.5
20847,2011-03,4,15.0
20847,2011-10,1,3.75
20847,2011-11,1,3.75
20848,2010-12,4,11.8
20848,2011-02,2,5.9
20848,2011-04,3,8.850000000000001
20848,2011-05,4,11.8
20848,2011-08,3,8.850000000000001
20848,2011-09,1,2.95
20848,2011-10,1,2.95
20848,2011-11,3,8.850000000000001
20851,2011-01,2,11.9
20851,2011-02,1,5.95
20851,2011-03,2,11.9
20851,2011-04,4,23.8
20861,2010-12,2,4.2
20866,2011-12,3,4.96
20867,2011-01,2,2.5
20867,2011-09,2,2.5
20867,2011-12,2,2.5
20868,2011-03,3,3.75
20868,2011-05,1,1.25
20869,2011-06,1,0.39
20886,2011-11,4,7.8
20892,2010-12,1,12.75
20893,2011-03,2,5.1
20893,2011-04,1,2.55
20893,2011-06,4,10.2
20893,2011-09,1,2.55
20894,2010-12,4,11.8
20894,2011-02,1,2.95
20894,2011-10,2,5.9
20897,2011-01,2,5.9
20898,2011-07,1,2.95
20901,2011-06,2,12.7
20901,2011-11,2,12.7
20902,2010-12,2,12.7
20902,2011-03,2,12.7
20902,2011-04,2,12.7
20902,2011-08,1,6.35
20903,2010-12,2,12.7
20903,2011-01,2,12.7
20903,2011-02,2,12.7
20903,2011-03,2,12.7
20903,2011-04,4,25.4
20903,2011-05,2,12.7
20903,2011-08,4,25.4
20903,2011-10,2,12.7
20906,2010-12,1,2.95
20906,2011-04,2,5.9
20931,2010-12,1,3.75
20931,2011-10,1,2.95
20932,2010-12,1,3.75
20932,2011-01,4,15.0
20932,2011-03,1,3.75
20932,2011-07,1,2.95
20933,2011-01,4,15.0
20933,2011-08,1,2.95
20933,2011-10,4,11.8
20933,2011-11,1,2.95
20933,2011-12,1,2.95
20934,2011-03,4,21.8
20934,2011-06,1,5.45
20934,2011-07,2,10.9
20934,2011-08,4,21.8
20934,2011-11,2,10.9
20935,2011-09,1,2.95
20936,2011-01,3,8.850000000000001
20936,2011-02,1,2.95
20936,2011-07,1,2.95
20936,2011-08,1,2.95
20936,2011-12,1,1.25
20941,2011-01,1,1.25
20941,2011-06,1,1.25
20956,2011-05,1,1.25
20961,2011-07,1,1.25
20964,2011-05,2,5.1
20966,2011-05,1,1.25
20980,2011-01,4,5.0
20980,2011-05,4,5.0
20980,2011-08,3,3.75
20984,2011-02,2,1.7
20985,2011-05,2,2.5
20986,2011-03,4,5.0
20986,2011-04,1,1.25
20986,2011-05,2,2.5
20997,2011-06,1,4.95
20998,2010-12,4,11.8
20998,2011-04,1,2.95
20998,2011-06,1,2.95
21000,2010-12,3,12.75
21000,2011-05,4,17.0
21000,2011-07,1,4.25
21000,2011-09,2,8.5
21001,2010-12,1,5.95
21001,2011-02,3,17.85
21001,2011-03,3,17.85
21001,2011-05,2,11.9
21001,2011-06,3,17.85
21001,2011-07,1,5.95
21001,2011-08,3,17.85
21001,2011-09,1,5.95
21002,2011-01,3,12.75
21002,2011-07,2,8.5
21002,2011-10,2,8.5
21003,2011-01,2,12.7
21003,2011-04,1,6.35
21003,2011-06,1,6.35
21003,2011-08,1,6.35
21025,2011-07,1,1.25
21025,2011-08,3,3.75
21025,2011-10,3,4.96
21026,2011-07,1,1.25
21027,2011-02,4,5.0
21027,2011-03,4,5.0
21027,2011-07,3,3.75
21027,2011-08,3,3.75
21028,2011-01,3,3.75
21028,2011-02,1,1.25
21028,2011-07,3,3.75
21028,2011-08,1,1.25
21028,2011-09,4,5.0
21028,2011-12,2,4.92
21030,2011-07,4,5.0
21030,2011-10,4,5.0
21031,2011-02,3,3.75
21031,2011-03,1,1.25
21031,2011-10,4,6.21
21032,2011-07,4,5.0
21032,2011-09,1,2.46
21032,2011-10,2,3.71
21033,2011-09,1,2.08
21038,2011-02,2,5.9
21038,2011-05,1,0.79
21039,2011-07,2,5.1
21039,2011-12,1,2.55
21040,2010-12,4,10.2
21040,2011-01,3,7.6499999999999995
21042,2011-12,3,17.85
21043,2011-02,2,11.9
21043,2011-06,2,3.9
21051,2011-07,4,8.4
21054,2011-02,4,35.8
21054,2011-04,1,8.95
21054,2011-08,1,8.95
21054,2011-11,3,26.849999999999998
21055,2011-04,3,26.849999999999998
21055,2011-07,4,35.8
21055,2011-09,1,16.63
21055,2011-12,2,17.9
21056,2011-08,1,8.95
21056,2011-09,1,16.63
21056,2011-10,1,16.63
21058,2011-12,2,1.7
21061,2011-10,3,2.55
21064,2011-01,4,23.8
21064,2011-02,1,5.95
21064,2011-03,3,17.85
21064,2011-04,1,5.95
21064,2011-05,2,11.9
21064,2011-06,2,11.9
21064,2011-08,4,23.8
21065,2011-03,4,23.8
21065,2011-04,1,5.95
21065,2011-06,4,23.8
21065,2011-08,2,11.9
21065,2011-09,3,17.85
21065,2011-10,4,23.8
21066,2011-05,1,1.25
21066,2011-12,1,1.25
21067,2010-12,3,3.75
21067,2011-05,2,2.5
21067,2011-10,1,1.25
21069,2011-05,3,3.75
21070,2011-06,2,2.5
21070,2011-07,2,2.5
21070,2011-12,3,7.38
21088,2011-10,4,2.04
21089,2010-12,2,1.3
21089,2011-02,2,1.3
21090,2010-12,4,3.4
21095,2011-01,2,1.7
21095,2011-04,3,2.55
21096,2011-10,4,2.44
21100,2011-01,2,3.3
21106,2011-04,3,8.850000000000001
21109,2011-04,2,13.5
21109,2011-06,2,13.5
21109,2011-08,2,13.5
21109,2011-09,4,27.0
21110,2011-04,4,27.0
21110,2011-07,1,6.75
21111,2011-04,1,2.95
21111,2011-07,2,5.9
21112,2011-05,2,5.9
21112,2011-06,4,11.8
21112,2011-07,4,11.8
21116,2011-12,1,8.29
21117,2011-01,1,6.75
21125,2011-12,3,3.75
21128,2010-12,2,13.9
21128,2011-01,2,13.9
21128,2011-03,4,27.8
21128,2011-07,1,6.95
21128,2011-08,4,27.8
21128,2011-09,1,6.95
21128,2011-10,2,19.41
21129,2011-01,1,6.95
21129,2011-03,4,27.8
21129,2011-05,3,20.85
21129,2011-07,1,6.95
21129,2011-08,2,13.9
21129,2011-09,1,12.46
21129,2011-10,3,31.87
21131,2011-04,3,12.75
21131,2011-08,4,17.0
21131,2011-09,1,4.25
21132,2010-12,4,17.0
21132,2011-01,4,17.0
21132,2011-04,4,17.0
21132,2011-05,4,17.0
21132,2011-06,1,4.25
21132,2011-07,1,4.25
21132,2011-11,2,8.5
21132,2011-12,2,2.5
21143,2011-04,3,5.85
21147,2010-12,3,6.300000000000001
21147,2011-07,2,4.2
21147,2011-12,1,2.46
21157,2011-04,2,4.2
21157,2011-05,2,4.2
21157,2011-10,3,6.300000000000001
21158,2011-01,2,2.9
21161,2011-04,4,5.8
21162,2010-12,3,4.35
21162,2011-04,3,4.35
21163,2011-01,4,5.8
21171,2011-08,3,4.35
21181,2011-08,1,2.1
21188,2010-12,1,2.95
21189,2011-08,2,3.3
21189,2011-09,3,4.949999999999999
21190,2011-01,2,3.3
21190,2011-11,4,6.6
21194,2011-03,2,4.2
21194,2011-04,4,8.4
21194,2011-05,1,2.1
21195,2011-04,2,4.2
21196,2010-12,1,1.65
21196,2011-10,1,1.65
21199,2011-06,3,4.949999999999999
21199,2011-09,1,1.65
21200,2011-04,2,3.3
21200,2011-08,2,3.3
21202,2011-05,2,3.3
21204,2011-02,2,3.3
21205,2011-02,4,10.2
21205,2011-10,1,2.55
21205,2011-12,1,2.55
21207,2011-04,2,3.3
21208,2011-04,4,6.6
21208,2011-05,2,3.3
21209,2010-12,1,1.65
21215,2011-12,1,0.55
21219,2011-04,3,3.75
21219,2011-12,2,3.71
21221,2011-12,1,1.25
21222,2011-01,4,5.0
21222,2011-12,2,3.71
21226,2010-12,2,2.5
21226,2011-10,1,1.25
21228,2011-02,1,1.25
21228,2011-03,4,5.0
21246,2010-12,4,19.8
21248,2010-12,3,4.35
21248,2011-01,3,4.35
21248,2011-04,1,1.45
21248,2011-06,3,4.35
21250,2010-12,2,5.9
21250,2011-02,1,2.95
21250,2011-08,1,2.95
21251,2010-12,1,2.95
21251,2011-04,1,2.95
21253,2011-07,1,2.95
21253,2011-08,1,2.95
21253,2011-12,1,0.79
21258,2011-02,4,51.0
21258,2011-04,4,51.0
21261,2010-12,2,33.9
21261,2011-12,1,2.95
21263,2011-05,2,3.9
21264,2011-05,2,3.9
21265,2011-05,2,3.9
21268,2010-12,2,0.84
21269,2011-01,2,17.0
21269,2011-02,4,34.0
21269,2011-03,2,17.0
21269,2011-06,4,34.0
21269,2011-07,2,17.0
21269,2011-08,4,34.0
21269,2011-10,4,34.0
21269,2011-11,1,8.5
21270,2011-03,3,38.25
21270,2011-05,1,12.75
21270,2011-06,2,25.5
21270,2011-07,2,25.5
21270,2011-08,3,38.25
21270,2011-10,1,12.75
21270,2011-11,1,12.75
21270,2011-12,1,12.75
21275,2010-12,1,16.95
21275,2011-02,1,16.95
21275,2011-04,1,16.95
21275,2011-05,1,16.95
21275,2011-11,1,16.95
21277,2010-12,1,21.95
21277,2011-01,2,43.9
21277,2011-02,1,21.95
21277,2011-03,3,65.85
21277,2011-04,1,21.95
21277,2011-06,3,65.85
21277,2011-08,1,21.95
21277,2011-10,2,43.9
21277,2011-11,4,78.8
21279,2011-02,2,5.1
21279,2011-12,1,2.55
21280,2011-06,2,5.1
21281,2011-04,4,10.2
21281,2011-11,3,7.6499999999999995
21284,2011-01,2,3.38
21284,2011-11,2,6.58
21285,2011-09,1,4.13
21286,2010-12,1,2.55
21288,2011-02,2,5.9
21288,2011-07,4,11.8
21293,2011-12,1,4.13
21306,2010-12,2,4.2
21306,2011-01,3,6.300000000000001
21306,2011-06,1,2.1
21306,2011-12,3,0.8699999999999999
21307,2010-12,2,4.2
21307,2011-01,3,6.300000000000001
21307,2011-03,2,4.2
21307,2011-04,1,2.1
21307,2011-05,1,2.1
21310,2011-05,1,29.95
21311,2011-03,1,2.1
21311,2011-05,2,4.2
21311,2011-12,2,0.58
21316,2011-02,2,5.9
21317,2011-01,4,21.8
21317,2011-07,4,21.8
21319,2011-03,1,1.65
21324,2011-04,4,11.8
21329,2011-07,3,4.949999999999999
21331,2010-12,2,25.5
21331,2011-05,1,12.75
21331,2011-06,4,51.0
21331,2011-09,1,12.75
21331,2011-10,2,25.5
21331,2011-11,1,12.75
21332,2011-02,1,12.75
21332,2011-03,2,25.5
21332,2011-04,1,12.75
21332,2011-05,1,12.75
21332,2011-07,1,3.95
21332,2011-08,3,11.850000000000001
21333,2011-03,4,11.8
21333,2011-04,4,11.8
21336,2010-12,1,2.95
21344,2011-07,2,19.9
21344,2011-10,4,39.8
21344,2011-12,3,29.849999999999998
21349,2011-11,1,6.75
21351,2011-12,4,27.0
21352,2011-06,2,13.5
21354,2011-06,3,3.75
21355,2011-05,3,3.75
21355,2011-06,3,3.75
21355,2011-07,2,2.5
21355,2011-12,4,5.0
21356,2011-04,1,1.25
21357,2011-03,1,1.25
21358,2011-07,1,1.25
21358,2011-12,1,1.25
21359,2011-02,2,31.9
21359,2011-04,1,15.95
21360,2010-12,4,39.8
21360,2011-01,2,19.9
21360,2011-02,1,9.95
21360,2011-03,1,9.95
21360,2011-06,4,15.8
21361,2011-05,4,51.0
21361,2011-06,3,38.25
21361,2011-07,4,51.0
21363,2011-08,3,14.850000000000001
21363,2011-09,4,19.8
21364,2011-01,1,6.75
21364,2011-03,2,13.5
21364,2011-04,1,6.75
21364,2011-05,4,27.0
21364,2011-06,2,13.5
21364,2011-07,1,6.75
21364,2011-09,2,13.5
21364,2011-10,1,6.75
21366,2010-12,3,12.75
21366,2011-01,3,12.75
21366,2011-06,1,4.25
21366,2011-07,1,4.25
21366,2011-11,1,4.25
21366,2011-12,3,12.75
21367,2010-12,2,5.1
21367,2011-01,1,2.55
21367,2011-04,1,2.55
21367,2011-08,4,3.0
21368,2011-01,1,2.55
21368,2011-04,1,2.55
21368,2011-08,4,3.0
21369,2011-03,4,15.0
21369,2011-05,4,15.0
21369,2011-10,1,1.25
21369,2011-11,2,2.5
21370,2010-12,2,12.7
21371,2011-02,4,10.2
21371,2011-03,1,2.55
21371,2011-11,3,2.25
21372,2010-12,1,2.95
21374,2010-12,4,15.0
21374,2011-04,1,3.75
21374,2011-10,3,3.75
21375,2010-12,4,21.8
21375,2011-01,2,10.9
21375,2011-04,2,10.9
21375,2011-05,2,10.9
21375,2011-06,4,21.8
21375,2011-08,2,10.9
21375,2011-09,2,10.9
21375,2011-10,1,5.45
21376,2010-12,3,16.35
21376,2011-01,4,21.8
21376,2011-02,1,5.45
21376,2011-03,4,21.8
21376,2011-04,2,10.9
21376,2011-06,2,10.9
21377,2011-03,3,4.949999999999999
21377,2011-07,3,4.949999999999999
21377,2011-09,2,3.3
21378,2011-07,3,4.949999999999999
21379,2011-01,2,2.5
21381,2011-12,3,5.07
21382,2010-12,3,8.850000000000001
21382,2011-12,3,2.25
21383,2011-06,3,1.9500000000000002
21383,2011-08,1,0.65
21383,2011-09,4,2.6
21391,2010-12,3,6.300000000000001
21391,2011-05,3,6.300000000000001
21391,2011-11,1,0.75
21400,2010-12,2,0.84
21403,2011-12,3,0.36
21407,2011-11,4,15.75
21408,2011-01,1,4.25
21408,2011-03,4,17.0
21408,2011-04,4,17.0
21413,2010-12,1,1.25
21413,2011-03,3,3.75
21413,2011-04,1,1.25
21413,2011-05,4,5.0
21413,2011-09,4,5.0
21413,2011-11,4,5.0
21414,2011-02,1,2.1
21415,2011-05,1,2.1
21416,2010-12,1,3.75
21416,2011-01,3,11.25
21416,2011-03,1,3.75
21417,2010-12,1,2.1
21417,2011-01,3,6.300000000000001
21418,2011-05,1,2.55
21420,2011-01,1,3.25
21420,2011-04,1,3.25
21420,2011-05,3,9.75
21420,2011-06,2,6.5
21420,2011-07,4,13.0
21420,2011-08,4,13.0
21420,2011-09,1,3.25
21420,2011-11,4,13.0
21421,2011-05,4,5.0
21422,2011-05,4,3.4
21424,2011-02,4,11.8
21425,2010-12,1,2.95
21425,2011-02,2,5.9
21425,2011-03,1,2.95
21425,2011-08,2,5.9
21425,2011-10,4,11.8
21426,2011-02,2,4.2
21426,2011-08,1,2.1
21427,2011-04,1,2.1
21427,2011-08,4,8.4
21429,2011-05,1,1.95
21439,2011-05,2,2.5
21439,2011-09,3,3.75
21441,2011-08,2,1.7
21445,2011-04,1,1.25
21445,2011-07,1,1.25
21454,2010-12,2,1.7
21454,2011-10,4,3.4
21454,2011-11,4,3.4
21455,2011-05,3,2.55
21455,2011-07,3,2.55
21455,2011-08,1,0.85
21455,2011-09,1,0.85
21455,2011-11,3,2.55
21456,2011-04,3,3.75
21461,2011-03,4,7.8
21462,2011-08,2,13.5
21462,2011-10,2,13.5
21462,2011-11,3,20.25
21464,2011-05,4,17.0
21464,2011-12,3,12.75
21465,2010-12,2,7.5
21467,2011-11,3,14.96
21467,2011-12,1,3.75
21468,2011-01,3,11.25
21468,2011-09,4,18.71
21468,2011-10,3,11.25
21468,2011-11,3,14.96
21469,2011-11,3,11.25
21472,2011-07,1,3.75
21473,2010-12,1,19.95
21473,2011-02,1,19.95
21473,2011-03,2,39.9
21473,2011-05,3,59.849999999999994
21473,2011-06,2,39.9
21473,2011-07,2,39.9
21473,2011-08,1,19.95
21473,2011-09,2,39.9
21473,2011-10,2,39.9
21473,2011-11,1,19.95
21476,2011-01,2,29.9
21476,2011-02,1,14.95
21476,2011-03,1,14.95
21476,2011-07,1,14.95
21476,2011-08,2,29.9
21476,2011-10,3,44.849999999999994
21484,2011-05,4,13.8
21484,2011-06,3,10.350000000000001
21488,2010-12,3,11.850000000000001
21527,2011-04,2,15.9
21527,2011-05,1,7.95
21530,2010-12,2,5.9
21530,2011-12,2,1.58
21537,2011-09,4,17.0
21539,2011-11,1,4.95
21555,2011-01,4,10.2
21555,2011-07,1,2.55
21555,2011-09,1,2.55
21556,2011-09,1,2.55
21556,2011-11,4,10.2
21557,2011-06,2,5.9
21557,2011-09,2,8.74
21562,2011-01,1,1.25
21562,2011-04,1,1.25
21563,2011-10,4,11.8
21578,2011-09,2,4.5
21578,2011-11,1,2.25
21579,2011-07,1,2.25
21579,2011-11,3,6.75
21580,2011-08,4,9.0
21580,2011-09,3,6.75
21581,2011-08,3,6.75
21613,2011-06,3,8.850000000000001
21613,2011-07,2,5.9
21613,2011-08,2,5.9
21615,2011-02,1,3.75
21616,2011-03,3,11.25
21616,2011-05,2,7.5
21616,2011-08,3,11.25
21616,2011-09,1,3.75
21618,2011-04,2,7.5
21618,2011-05,2,7.5
21618,2011-08,1,3.75
21619,2011-09,4,15.0
21620,2011-02,1,3.75
21620,2011-09,2,7.5
21622,2011-11,3,14.850000000000001
21622,2011-12,4,19.8
21624,2011-07,1,5.95
21626,2011-06,3,5.85
21626,2011-08,3,5.85
21627,2010-12,4,59.8
21627,2011-03,2,29.9
21627,2011-04,1,14.95
21627,2011-05,4,59.8
21627,2011-06,4,59.8
21627,2011-09,1,14.95
21627,2011-10,3,44.849999999999994
21628,2010-12,2,29.9
21628,2011-01,1,14.95
21628,2011-03,1,14.95
21628,2011-04,1,14.95
21628,2011-06,2,29.9
21628,2011-11,1,14.95
21628,2011-12,1,14.95
21629,2010-12,2,15.9
21629,2011-01,1,7.95
21629,2011-03,1,7.95
21629,2011-04,1,7.95
21629,2011-05,2,15.9
21629,2011-06,4,31.8
